county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 70,Congressional - District 4,State Senate - District 6,Assembly - District 17,41,979,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 71,Congressional - District 4,State Senate - District 6,Assembly - District 17,31,533,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 72,Congressional - District 4,State Senate - District 6,Assembly - District 17,50,735,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 73,Congressional - District 4,State Senate - District 6,Assembly - District 17,80,792,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 74,Congressional - District 4,State Senate - District 6,Assembly - District 17,55,503,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 75,Congressional - District 4,State Senate - District 6,Assembly - District 17,107,493,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 76,Congressional - District 4,State Senate - District 6,Assembly - District 17,42,522,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 77,Congressional - District 4,State Senate - District 6,Assembly - District 17,79,445,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 78,Congressional - District 4,State Senate - District 4,Assembly - District 12,122,779,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 79,Congressional - District 4,State Senate - District 4,Assembly - District 12,138,801,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 80,Congressional - District 4,State Senate - District 4,Assembly - District 12,297,924,0,0,5,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 81,Congressional - District 4,State Senate - District 4,Assembly - District 12,185,341,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 82,Congressional - District 4,State Senate - District 5,Assembly - District 14,267,437,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 83,Congressional - District 4,State Senate - District 6,Assembly - District 17,303,525,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 84,Congressional - District 4,State Senate - District 6,Assembly - District 17,205,412,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 85,Congressional - District 4,State Senate - District 5,Assembly - District 14,304,554,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 86,Congressional - District 4,State Senate - District 5,Assembly - District 14,280,558,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 87,Congressional - District 4,State Senate - District 5,Assembly - District 14,152,365,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 88,Congressional - District 4,State Senate - District 6,Assembly - District 17,155,522,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 89,Congressional - District 4,State Senate - District 6,Assembly - District 17,212,635,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 90,Congressional - District 4,State Senate - District 6,Assembly - District 17,173,639,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 91,Congressional - District 4,State Senate - District 6,Assembly - District 17,102,1042,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 92,Congressional - District 4,State Senate - District 6,Assembly - District 17,243,923,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 93,Congressional - District 4,State Senate - District 5,Assembly - District 14,166,415,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 94,Congressional - District 4,State Senate - District 6,Assembly - District 17,24,328,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 95,Congressional - District 4,State Senate - District 6,Assembly - District 17,26,424,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 96,Congressional - District 4,State Senate - District 6,Assembly - District 17,91,790,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 97,Congressional - District 4,State Senate - District 6,Assembly - District 17,161,614,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 98,Congressional - District 4,State Senate - District 6,Assembly - District 17,22,537,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 99,Congressional - District 4,State Senate - District 6,Assembly - District 17,72,883,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 100,Congressional - District 4,State Senate - District 6,Assembly - District 18,23,593,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 101,Congressional - District 4,State Senate - District 6,Assembly - District 18,25,795,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 102,Congressional - District 4,State Senate - District 6,Assembly - District 18,35,919,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 103,Congressional - District 4,State Senate - District 6,Assembly - District 18,57,1116,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 104,Congressional - District 4,State Senate - District 6,Assembly - District 18,17,880,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 105,Congressional - District 4,State Senate - District 6,Assembly - District 16,12,394,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 106,Congressional - District 4,State Senate - District 6,Assembly - District 16,5,313,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 107,Congressional - District 4,State Senate - District 6,Assembly - District 16,6,546,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 108,Congressional - District 4,State Senate - District 6,Assembly - District 16,8,518,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 109,Congressional - District 4,State Senate - District 6,Assembly - District 16,9,581,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 110,Congressional - District 4,State Senate - District 6,Assembly - District 16,5,326,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 111,Congressional - District 4,State Senate - District 6,Assembly - District 16,6,420,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 112,Congressional - District 4,State Senate - District 4,Assembly - District 10,7,481,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 113,Congressional - District 4,State Senate - District 4,Assembly - District 10,8,448,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 114,Congressional - District 4,State Senate - District 4,Assembly - District 10,5,436,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 115,Congressional - District 4,State Senate - District 4,Assembly - District 10,9,728,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 116,Congressional - District 4,State Senate - District 4,Assembly - District 10,6,338,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 117,Congressional - District 4,State Senate - District 4,Assembly - District 10,7,425,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 118,Congressional - District 4,State Senate - District 4,Assembly - District 10,15,487,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 119,Congressional - District 4,State Senate - District 4,Assembly - District 10,10,529,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 120,Congressional - District 4,State Senate - District 4,Assembly - District 10,11,418,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 121,Congressional - District 4,State Senate - District 4,Assembly - District 10,18,548,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 122,Congressional - District 4,State Senate - District 4,Assembly - District 10,20,586,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 123,Congressional - District 4,State Senate - District 4,Assembly - District 10,44,754,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 124,Congressional - District 4,State Senate - District 4,Assembly - District 10,49,479,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 125,Congressional - District 4,State Senate - District 4,Assembly - District 10,110,959,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 126,Congressional - District 4,State Senate - District 7,Assembly - District 19,46,778,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 127,Congressional - District 4,State Senate - District 7,Assembly - District 19,206,1001,0,0,5,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 128,Congressional - District 4,State Senate - District 7,Assembly - District 19,244,1101,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 129,Congressional - District 4,State Senate - District 7,Assembly - District 19,184,726,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 130,Congressional - District 4,State Senate - District 7,Assembly - District 19,261,766,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 131,Congressional - District 4,State Senate - District 7,Assembly - District 19,254,782,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 132,Congressional - District 4,State Senate - District 7,Assembly - District 19,362,1109,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 133,Congressional - District 4,State Senate - District 7,Assembly - District 19,97,643,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 134,Congressional - District 4,State Senate - District 7,Assembly - District 19,122,713,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 135,Congressional - District 4,State Senate - District 7,Assembly - District 19,133,872,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 136,Congressional - District 4,State Senate - District 7,Assembly - District 19,142,829,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 137,Congressional - District 4,State Senate - District 7,Assembly - District 19,76,531,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 138,Congressional - District 4,State Senate - District 6,Assembly - District 16,123,1756,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 139,Congressional - District 4,State Senate - District 6,Assembly - District 16,66,1101,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 140,Congressional - District 4,State Senate - District 4,Assembly - District 10,19,356,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 141,Congressional - District 4,State Senate - District 6,Assembly - District 16,22,437,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 142,Congressional - District 4,State Senate - District 6,Assembly - District 16,12,534,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 143,Congressional - District 4,State Senate - District 6,Assembly - District 16,11,392,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 144,Congressional - District 4,State Senate - District 6,Assembly - District 16,8,335,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 145,Congressional - District 4,State Senate - District 6,Assembly - District 16,5,211,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 146,Congressional - District 4,State Senate - District 4,Assembly - District 10,5,183,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 147,Congressional - District 4,State Senate - District 6,Assembly - District 16,18,664,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 148,Congressional - District 4,State Senate - District 6,Assembly - District 16,4,448,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 149,Congressional - District 4,State Senate - District 6,Assembly - District 16,14,574,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 150,Congressional - District 4,State Senate - District 6,Assembly - District 16,18,475,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 151,Congressional - District 4,State Senate - District 6,Assembly - District 16,11,358,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 152,Congressional - District 4,State Senate - District 6,Assembly - District 16,7,310,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 153,Congressional - District 4,State Senate - District 6,Assembly - District 18,28,544,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 154,Congressional - District 4,State Senate - District 6,Assembly - District 18,17,434,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 155,Congressional - District 4,State Senate - District 6,Assembly - District 18,11,354,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 156,Congressional - District 4,State Senate - District 6,Assembly - District 18,33,584,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 157,Congressional - District 4,State Senate - District 6,Assembly - District 18,39,410,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 158,Congressional - District 4,State Senate - District 6,Assembly - District 18,21,393,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 159,Congressional - District 4,State Senate - District 6,Assembly - District 18,27,351,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 160,Congressional - District 4,State Senate - District 6,Assembly - District 18,17,512,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 161,Congressional - District 4,State Senate - District 6,Assembly - District 17,7,146,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 162,Congressional - District 4,State Senate - District 6,Assembly - District 17,5,293,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 163,Congressional - District 4,State Senate - District 6,Assembly - District 17,23,513,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 164,Congressional - District 4,State Senate - District 6,Assembly - District 17,88,641,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 165,Congressional - District 4,State Senate - District 6,Assembly - District 17,115,545,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 166,Congressional - District 4,State Senate - District 6,Assembly - District 17,45,231,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 167,Congressional - District 4,State Senate - District 6,Assembly - District 18,127,638,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 168,Congressional - District 4,State Senate - District 6,Assembly - District 18,257,1101,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 169,Congressional - District 4,State Senate - District 6,Assembly - District 18,14,383,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 170,Congressional - District 4,State Senate - District 6,Assembly - District 16,7,295,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 171,Congressional - District 4,State Senate - District 6,Assembly - District 18,4,120,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 172,Congressional - District 4,State Senate - District 6,Assembly - District 18,23,372,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 173,Congressional - District 4,State Senate - District 6,Assembly - District 16,19,486,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 174,Congressional - District 4,State Senate - District 6,Assembly - District 16,20,678,0,0,6,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 175,Congressional - District 4,State Senate - District 6,Assembly - District 16,36,445,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 176,Congressional - District 4,State Senate - District 6,Assembly - District 16,20,605,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 177,Congressional - District 4,State Senate - District 6,Assembly - District 16,337,1455,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 178,Congressional - District 4,State Senate - District 7,Assembly - District 19,238,1103,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 179,Congressional - District 4,State Senate - District 7,Assembly - District 19,200,1227,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 180,Congressional - District 4,State Senate - District 7,Assembly - District 19,185,854,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 181,Congressional - District 4,State Senate - District 7,Assembly - District 19,323,1097,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 182,Congressional - District 4,State Senate - District 7,Assembly - District 19,243,1139,0,0,8,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 183,Congressional - District 4,State Senate - District 7,Assembly - District 19,447,1500,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 184,Congressional - District 4,State Senate - District 7,Assembly - District 19,343,957,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 185,Congressional - District 4,State Senate - District 7,Assembly - District 19,404,1292,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 186,Congressional - District 4,State Senate - District 7,Assembly - District 19,612,1412,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 187,Congressional - District 4,State Senate - District 6,Assembly - District 16,129,429,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 188,Congressional - District 4,State Senate - District 6,Assembly - District 16,91,336,0,0,5,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 189,Congressional - District 4,State Senate - District 6,Assembly - District 16,88,474,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 190,Congressional - District 4,State Senate - District 6,Assembly - District 16,230,745,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 191,Congressional - District 4,State Senate - District 6,Assembly - District 16,177,472,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 192,Congressional - District 4,State Senate - District 6,Assembly - District 18,124,584,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 193,Congressional - District 4,State Senate - District 6,Assembly - District 18,22,409,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 194,Congressional - District 4,State Senate - District 6,Assembly - District 18,43,422,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 195,Congressional - District 4,State Senate - District 6,Assembly - District 18,24,360,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 196,Congressional - District 4,State Senate - District 6,Assembly - District 18,57,549,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 197,Congressional - District 4,State Senate - District 6,Assembly - District 18,26,251,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 198,Congressional - District 4,State Senate - District 6,Assembly - District 18,60,524,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 199,Congressional - District 4,State Senate - District 6,Assembly - District 18,30,458,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 200,Congressional - District 4,State Senate - District 6,Assembly - District 18,38,324,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 201,Congressional - District 4,State Senate - District 6,Assembly - District 18,33,293,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 202,Congressional - District 4,State Senate - District 6,Assembly - District 18,104,562,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 203,Congressional - District 4,State Senate - District 6,Assembly - District 18,182,730,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 204,Congressional - District 4,State Senate - District 6,Assembly - District 18,169,582,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 205,Congressional - District 4,State Senate - District 6,Assembly - District 18,167,518,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 206,Congressional - District 4,State Senate - District 3,Assembly - District 7,111,383,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 207,Congressional - District 4,State Senate - District 3,Assembly - District 7,230,425,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 208,Congressional - District 4,State Senate - District 5,Assembly - District 13,247,463,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 209,Congressional - District 4,State Senate - District 5,Assembly - District 13,290,359,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 210,Congressional - District 4,State Senate - District 5,Assembly - District 13,295,322,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 211,Congressional - District 4,State Senate - District 5,Assembly - District 13,220,382,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 212,Congressional - District 4,State Senate - District 5,Assembly - District 13,260,476,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 213,Congressional - District 4,State Senate - District 3,Assembly - District 7,232,515,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 214,Congressional - District 4,State Senate - District 6,Assembly - District 18,88,367,0,1,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 215,Congressional - District 4,State Senate - District 3,Assembly - District 9,27,243,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 216,Congressional - District 4,State Senate - District 3,Assembly - District 9,47,220,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 217,Congressional - District 4,State Senate - District 3,Assembly - District 9,90,448,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 218,Congressional - District 4,State Senate - District 3,Assembly - District 9,91,501,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 219,Congressional - District 4,State Senate - District 3,Assembly - District 9,72,318,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 220,Congressional - District 4,State Senate - District 3,Assembly - District 9,79,406,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 221,Congressional - District 4,State Senate - District 3,Assembly - District 9,129,681,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 222,Congressional - District 4,State Senate - District 3,Assembly - District 8,66,366,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 223,Congressional - District 4,State Senate - District 3,Assembly - District 8,90,427,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 224,Congressional - District 4,State Senate - District 3,Assembly - District 8,64,298,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 225,Congressional - District 4,State Senate - District 3,Assembly - District 8,63,303,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 226,Congressional - District 4,State Senate - District 3,Assembly - District 9,14,188,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 227,Congressional - District 4,State Senate - District 3,Assembly - District 9,72,483,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 228,Congressional - District 4,State Senate - District 3,Assembly - District 8,26,249,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 229,Congressional - District 4,State Senate - District 3,Assembly - District 8,30,233,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 230,Congressional - District 4,State Senate - District 3,Assembly - District 8,50,470,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 231,Congressional - District 4,State Senate - District 3,Assembly - District 8,30,188,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 232,Congressional - District 4,State Senate - District 3,Assembly - District 8,25,132,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 233,Congressional - District 4,State Senate - District 3,Assembly - District 8,19,151,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 234,Congressional - District 4,State Senate - District 3,Assembly - District 8,44,324,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 235,Congressional - District 4,State Senate - District 3,Assembly - District 8,258,1083,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 236,Congressional - District 4,State Senate - District 3,Assembly - District 8,42,333,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 237,Congressional - District 4,State Senate - District 3,Assembly - District 8,33,447,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 238,Congressional - District 4,State Senate - District 3,Assembly - District 8,45,327,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 239,Congressional - District 4,State Senate - District 3,Assembly - District 8,39,301,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 240,Congressional - District 4,State Senate - District 3,Assembly - District 8,38,403,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 241,Congressional - District 4,State Senate - District 7,Assembly - District 19,166,843,0,0,5,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 242,Congressional - District 4,State Senate - District 7,Assembly - District 19,143,652,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 243,Congressional - District 4,State Senate - District 7,Assembly - District 19,229,776,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 244,Congressional - District 4,State Senate - District 7,Assembly - District 19,156,661,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 245,Congressional - District 4,State Senate - District 7,Assembly - District 19,147,522,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 246,Congressional - District 4,State Senate - District 7,Assembly - District 19,193,962,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 247,Congressional - District 4,State Senate - District 7,Assembly - District 19,101,480,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 248,Congressional - District 4,State Senate - District 7,Assembly - District 19,183,957,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 249,Congressional - District 4,State Senate - District 3,Assembly - District 8,54,258,0,0,2,US senator
