county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,leah_vukmir_rep,tammy_baldwin_dem,mary_jo_walters_write_in_ind,john_schiess_write_in_ind,scattering,race
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 250,Congressional - District 4,State Senate - District 3,Assembly - District 8,34,238,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 251,Congressional - District 4,State Senate - District 3,Assembly - District 8,33,183,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 252,Congressional - District 4,State Senate - District 3,Assembly - District 9,64,310,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 253,Congressional - District 4,State Senate - District 3,Assembly - District 9,30,147,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 254,Congressional - District 4,State Senate - District 3,Assembly - District 8,24,150,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 255,Congressional - District 4,State Senate - District 3,Assembly - District 8,27,165,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 256,Congressional - District 4,State Senate - District 3,Assembly - District 8,27,192,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 257,Congressional - District 4,State Senate - District 3,Assembly - District 8,69,445,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 258,Congressional - District 4,State Senate - District 3,Assembly - District 9,110,491,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 259,Congressional - District 4,State Senate - District 3,Assembly - District 9,71,346,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 260,Congressional - District 4,State Senate - District 3,Assembly - District 9,86,256,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 261,Congressional - District 4,State Senate - District 3,Assembly - District 7,136,319,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 262,Congressional - District 4,State Senate - District 3,Assembly - District 7,327,575,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 263,Congressional - District 4,State Senate - District 3,Assembly - District 7,141,324,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 264,Congressional - District 4,State Senate - District 3,Assembly - District 7,348,593,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 265,Congressional - District 4,State Senate - District 3,Assembly - District 7,191,337,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 266,Congressional - District 4,State Senate - District 3,Assembly - District 7,272,308,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 267,Congressional - District 4,State Senate - District 3,Assembly - District 7,186,323,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 268,Congressional - District 4,State Senate - District 3,Assembly - District 7,461,701,0,0,7,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 269,Congressional - District 4,State Senate - District 28,Assembly - District 84,261,444,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 270,Congressional - District 4,State Senate - District 28,Assembly - District 84,322,380,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 271,Congressional - District 4,State Senate - District 28,Assembly - District 84,478,674,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 272,Congressional - District 4,State Senate - District 28,Assembly - District 84,414,499,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 273,Congressional - District 4,State Senate - District 28,Assembly - District 84,236,282,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 274,Congressional - District 4,State Senate - District 28,Assembly - District 84,253,239,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 275,Congressional - District 4,State Senate - District 28,Assembly - District 84,434,684,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 276,Congressional - District 4,State Senate - District 28,Assembly - District 84,461,586,0,0,5,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 277,Congressional - District 4,State Senate - District 28,Assembly - District 84,404,631,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 278,Congressional - District 4,State Senate - District 28,Assembly - District 84,260,341,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 279,Congressional - District 4,State Senate - District 3,Assembly - District 7,307,503,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 280,Congressional - District 4,State Senate - District 3,Assembly - District 7,381,992,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 281,Congressional - District 4,State Senate - District 3,Assembly - District 9,194,456,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 282,Congressional - District 4,State Senate - District 3,Assembly - District 9,57,196,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 283,Congressional - District 4,State Senate - District 3,Assembly - District 9,172,394,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 284,Congressional - District 4,State Senate - District 3,Assembly - District 9,109,463,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 285,Congressional - District 4,State Senate - District 3,Assembly - District 9,32,108,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 286,Congressional - District 4,State Senate - District 3,Assembly - District 9,91,294,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 287,Congressional - District 4,State Senate - District 3,Assembly - District 9,127,320,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 288,Congressional - District 4,State Senate - District 3,Assembly - District 9,267,629,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 289,Congressional - District 4,State Senate - District 3,Assembly - District 9,141,377,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 290,Congressional - District 4,State Senate - District 3,Assembly - District 9,88,357,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 291,Congressional - District 4,State Senate - District 3,Assembly - District 9,90,348,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 292,Congressional - District 4,State Senate - District 3,Assembly - District 9,134,400,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 293,Congressional - District 4,State Senate - District 7,Assembly - District 20,227,478,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 294,Congressional - District 4,State Senate - District 7,Assembly - District 20,180,378,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 295,Congressional - District 4,State Senate - District 7,Assembly - District 20,162,520,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 296,Congressional - District 4,State Senate - District 7,Assembly - District 20,243,623,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 297,Congressional - District 4,State Senate - District 7,Assembly - District 20,166,620,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 298,Congressional - District 4,State Senate - District 7,Assembly - District 20,143,530,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 299,Congressional - District 4,State Senate - District 7,Assembly - District 20,193,577,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 300,Congressional - District 4,State Senate - District 7,Assembly - District 20,235,894,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 301,Congressional - District 4,State Senate - District 7,Assembly - District 20,309,714,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 302,Congressional - District 4,State Senate - District 7,Assembly - District 20,263,409,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 303,Congressional - District 4,State Senate - District 7,Assembly - District 20,371,672,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 304,Congressional - District 4,State Senate - District 7,Assembly - District 20,268,472,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 305,Congressional - District 4,State Senate - District 7,Assembly - District 20,276,525,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 306,Congressional - District 4,State Senate - District 3,Assembly - District 9,167,460,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 307,Congressional - District 4,State Senate - District 3,Assembly - District 9,220,427,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 308,Congressional - District 4,State Senate - District 3,Assembly - District 9,116,423,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 309,Congressional - District 4,State Senate - District 3,Assembly - District 7,381,606,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 310,Congressional - District 4,State Senate - District 3,Assembly - District 7,58,184,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 311,Congressional - District 4,State Senate - District 3,Assembly - District 7,208,336,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 312,Congressional - District 4,State Senate - District 3,Assembly - District 7,314,478,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 313,Congressional - District 4,State Senate - District 7,Assembly - District 20,594,837,0,0,4,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 314,Congressional - District 4,State Senate - District 7,Assembly - District 20,284,316,0,0,1,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 315,Congressional - District 4,State Senate - District 7,Assembly - District 20,450,632,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 316,Congressional - District 4,State Senate - District 7,Assembly - District 20,249,391,0,0,2,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 317,Congressional - District 4,State Senate - District 7,Assembly - District 20,265,494,0,0,3,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 320,Congressional - District 4,State Senate - District 3,Assembly - District 9,2,37,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 321,Congressional - District 4,State Senate - District 3,Assembly - District 8,11,139,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 322,Congressional - District 4,State Senate - District 3,Assembly - District 9,14,81,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 323,Congressional - District 4,State Senate - District 3,Assembly - District 8,34,160,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 324,Congressional - District 4,State Senate - District 3,Assembly - District 8,8,77,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 325,Congressional - District 4,State Senate - District 3,Assembly - District 9,49,312,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 326,Congressional - District 4,State Senate - District 3,Assembly - District 7,3,1,0,0,0,US senator
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 327,Congressional - District 4,State Senate - District 3,Assembly - District 7,0,0,0,0,0,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 1-3,Congressional - District 1,State Senate - District 7,Assembly - District 21,1349,1418,0,0,2,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 4-6,Congressional - District 1,State Senate - District 7,Assembly - District 21,1114,1331,0,0,3,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 7-9,Congressional - District 1,State Senate - District 7,Assembly - District 21,1362,1437,0,0,5,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 10-12,Congressional - District 1,State Senate - District 7,Assembly - District 21,1528,1369,0,0,11,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 13-15,Congressional - District 1,State Senate - District 7,Assembly - District 21,1668,1337,0,0,5,US senator
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 16-19,Congressional - District 1,State Senate - District 7,Assembly - District 21,947,1285,0,0,5,US senator
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 1-4,Congressional - District 4,State Senate - District 7,Assembly - District 20,531,887,1,0,6,US senator
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 5-8,Congressional - District 4,State Senate - District 7,Assembly - District 20,588,977,0,0,2,US senator
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 9-12,Congressional - District 4,State Senate - District 7,Assembly - District 20,617,1130,0,0,2,US senator
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,Congressional - District 4,State Senate - District 7,Assembly - District 21,946,1353,0,0,7,US senator
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,Congressional - District 4,State Senate - District 7,Assembly - District 21,888,1152,0,0,5,US senator
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,Congressional - District 4,State Senate - District 7,Assembly - District 21,1165,1439,0,0,9,US senator
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,Congressional - District 4,State Senate - District 7,Assembly - District 21,992,1252,0,0,6,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 1,Congressional - District 5,State Senate - District 5,Assembly - District 14,382,801,0,0,2,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 2,Congressional - District 5,State Senate - District 5,Assembly - District 14,317,834,0,0,1,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 3,Congressional - District 5,State Senate - District 5,Assembly - District 14,428,819,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 4,Congressional - District 5,State Senate - District 5,Assembly - District 14,634,1043,0,0,5,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 5,Congressional - District 5,State Senate - District 5,Assembly - District 13,325,577,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 13,291,621,0,0,1,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 7,Congressional - District 5,State Senate - District 5,Assembly - District 13,517,896,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 13,300,348,0,0,1,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 13,560,681,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 10,Congressional - District 5,State Senate - District 5,Assembly - District 13,332,812,0,0,0,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 11,Congressional - District 5,State Senate - District 5,Assembly - District 13,360,808,0,0,4,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 12,Congressional - District 5,State Senate - District 5,Assembly - District 13,591,809,0,0,1,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 13,Congressional - District 5,State Senate - District 5,Assembly - District 14,193,445,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 14,Congressional - District 5,State Senate - District 5,Assembly - District 14,370,851,0,0,1,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 15,Congressional - District 5,State Senate - District 5,Assembly - District 14,318,960,0,0,5,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 16,Congressional - District 5,State Senate - District 5,Assembly - District 14,579,837,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 17,Congressional - District 5,State Senate - District 5,Assembly - District 14,582,602,0,0,3,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 18,Congressional - District 5,State Senate - District 5,Assembly - District 14,365,594,0,0,2,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 19,Congressional - District 5,State Senate - District 5,Assembly - District 14,405,662,0,0,2,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 20,Congressional - District 5,State Senate - District 5,Assembly - District 13,609,775,0,0,5,US senator
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 21,Congressional - District 5,State Senate - District 5,Assembly - District 13,462,531,0,0,2,US senator
