contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,146030,63111,1,VERNON,Village of CHASEBURG,Village of CHASEBURG Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,73,59,0,0,secretary of state
SECRETARY OF STATE,145200,63112,1,VERNON,Village of COON VALLEY,Village of COON VALLEY Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,163,206,0,0,secretary of state
SECRETARY OF STATE,146183,63116,1,VERNON,Village of DE SOTO,Village of DE SOTO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,51,60,0,0,secretary of state
SECRETARY OF STATE,146087,63131,1,VERNON,Village of GENOA,Village of GENOA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,47,69,0,0,secretary of state
SECRETARY OF STATE,145202,63146,1,VERNON,Village of LA FARGE,Village of LA FARGE Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,118,162,0,0,secretary of state
SECRETARY OF STATE,146155,63165,1,VERNON,Village of ONTARIO,Village of ONTARIO Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,74,73,0,0,secretary of state
SECRETARY OF STATE,145203,63176,1,VERNON,Village of READSTOWN,Village of READSTOWN Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,78,56,0,0,secretary of state
SECRETARY OF STATE,145201,63181,1,VERNON,Village of STODDARD,Village of STODDARD Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,159,219,0,0,secretary of state
SECRETARY OF STATE,143092,63186,1,VERNON,VILLAGE OF VIOLA,VILLAGE OF VIOLA Ward 1,Congressional - District 3,State Senate - District 32,Assembly - District 96,37,33,0,0,secretary of state
SECRETARY OF STATE,145108,63236,1,VERNON,City of HILLSBORO,City of HILLSBORO Wards 1-4,Congressional - District 3,State Senate - District 32,Assembly - District 96,244,275,0,0,secretary of state
SECRETARY OF STATE,145997,63286,1,VERNON,City of VIROQUA,City of VIROQUA Wards 1-9,Congressional - District 3,State Senate - District 32,Assembly - District 96,766,1379,0,0,secretary of state
SECRETARY OF STATE,143107,63291,1,VERNON,City of WESTBY,City of WESTBY Wards 1-5,Congressional - District 3,State Senate - District 32,Assembly - District 96,350,566,0,0,secretary of state
SECRETARY OF STATE,145580,64002,1,VILAS,Town of ARBOR VITAE,Town of ARBOR VITAE Wards 1-7,Congressional - District 7,State Senate - District 12,Assembly - District 34,1075,743,0,1,secretary of state
SECRETARY OF STATE,146092,64004,1,VILAS,Town of BOULDER JUNCTION,Town of BOULDER JUNCTION Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,406,260,0,0,secretary of state
SECRETARY OF STATE,146379,64006,1,VILAS,Town of CLOVERLAND,Town of CLOVERLAND Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,417,239,0,0,secretary of state
SECRETARY OF STATE,143904,64008,1,VILAS,Town of CONOVER,Town of CONOVER Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,488,271,0,0,secretary of state
SECRETARY OF STATE,143905,64010,1,VILAS,Town of LAC DU FLAMBEAU,Town of LAC DU FLAMBEAU Wards 1-7,Congressional - District 7,State Senate - District 25,Assembly - District 74,558,798,0,1,secretary of state
SECRETARY OF STATE,146140,64012,1,VILAS,Town of LAND O-LAKES,Town of LAND O-LAKES Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,341,209,0,0,secretary of state
SECRETARY OF STATE,146385,64014,1,VILAS,Town of LINCOLN,Town of LINCOLN Wards 1-5,Congressional - District 7,State Senate - District 12,Assembly - District 34,922,484,0,2,secretary of state
SECRETARY OF STATE,143129,64016,1,VILAS,Town of MANITOWISH WATERS,Town of MANITOWISH WATERS Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,318,156,0,0,secretary of state
SECRETARY OF STATE,146142,64018,1,VILAS,Town of PHELPS,Town of PHELPS Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,476,226,0,0,secretary of state
SECRETARY OF STATE,145900,64020,1,VILAS,Town of PLUM LAKE,Town of PLUM LAKE Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,227,153,0,0,secretary of state
SECRETARY OF STATE,146141,64022,1,VILAS,Town of PRESQUE ISLE,Town of PRESQUE ISLE Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,313,196,0,0,secretary of state
SECRETARY OF STATE,143906,64024,1,VILAS,Town of ST. GERMAIN,Town of ST. GERMAIN Wards 1-2,Congressional - District 7,State Senate - District 12,Assembly - District 34,737,429,0,1,secretary of state
SECRETARY OF STATE,143907,64026,1,VILAS,Town of WASHINGTON,Town of WASHINGTON Wards 1-3,Congressional - District 7,State Senate - District 12,Assembly - District 34,606,355,0,1,secretary of state
SECRETARY OF STATE,146701,64028,1,VILAS,Town of WINCHESTER,Town of WINCHESTER Ward 1,Congressional - District 7,State Senate - District 12,Assembly - District 34,198,101,0,0,secretary of state
SECRETARY OF STATE,146381,64221,1,VILAS,City of EAGLE RIVER,City of EAGLE RIVER Wards 1-5,Congressional - District 7,State Senate - District 12,Assembly - District 34,382,281,0,0,secretary of state
SECRETARY OF STATE,145927,65002,1,WALWORTH,Town of BLOOMFIELD,Town of BLOOMFIELD Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,335,258,0,0,secretary of state
SECRETARY OF STATE,145072,65004,1,WALWORTH,Town of DARIEN,Town of DARIEN Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,496,246,0,0,secretary of state
SECRETARY OF STATE,146522,65006,1,WALWORTH,Town of DELAVAN,Town of DELAVAN Wards 1-11,Congressional - District 1,State Senate - District 11,Assembly - District 32,1525,964,0,3,secretary of state
SECRETARY OF STATE,145574,65008,1,WALWORTH,Town of EAST TROY,Town of EAST TROY Ward 1,Congressional - District 1,State Senate - District 28,Assembly - District 83,326,122,0,0,secretary of state
SECRETARY OF STATE,145575,65008,2,WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 2-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,528,218,0,0,secretary of state
SECRETARY OF STATE,145576,65008,4,WALWORTH,Town of EAST TROY,Town of EAST TROY Wards 4-6,Congressional - District 1,State Senate - District 11,Assembly - District 32,705,302,0,0,secretary of state
SECRETARY OF STATE,146224,65010,1,WALWORTH,Town of GENEVA,Town of GENEVA Wards 1-8,Congressional - District 1,State Senate - District 11,Assembly - District 32,1522,1016,0,0,secretary of state
SECRETARY OF STATE,146649,65012,1,WALWORTH,Town of LAFAYETTE,Town of LAFAYETTE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 32,710,374,0,0,secretary of state
SECRETARY OF STATE,146523,65014,1,WALWORTH,Town of LA GRANGE,Town of LA GRANGE Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,800,445,0,3,secretary of state
SECRETARY OF STATE,143013,65016,1,WALWORTH,Town of LINN,"Town of LINN Wards 1-4,6",Congressional - District 1,State Senate - District 11,Assembly - District 32,631,345,0,1,secretary of state
SECRETARY OF STATE,143012,65016,5,WALWORTH,Town of LINN,Town of LINN Ward 5,Congressional - District 1,State Senate - District 11,Assembly - District 32,134,85,0,0,secretary of state
SECRETARY OF STATE,143718,65018,1,WALWORTH,Town of LYONS,Town of LYONS Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 32,1061,591,0,1,secretary of state
SECRETARY OF STATE,146684,65020,1,WALWORTH,Town of RICHMOND,Town of RICHMOND Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,511,395,0,1,secretary of state
SECRETARY OF STATE,145928,65022,1,WALWORTH,Town of SHARON,Town of SHARON Ward 1,Congressional - District 1,State Senate - District 11,Assembly - District 31,298,147,0,0,secretary of state
SECRETARY OF STATE,144898,65024,1,WALWORTH,Town of SPRING PRAIRIE,Town of SPRING PRAIRIE Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,864,346,0,2,secretary of state
SECRETARY OF STATE,145085,65026,1,WALWORTH,Town of SUGAR CREEK,Town of SUGAR CREEK Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 31,1219,710,0,4,secretary of state
SECRETARY OF STATE,144412,65028,1,WALWORTH,Town of TROY,Town of TROY Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 33,921,433,0,0,secretary of state
SECRETARY OF STATE,143020,65030,1,WALWORTH,Town of WALWORTH,Town of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,594,226,0,0,secretary of state
SECRETARY OF STATE,144881,65032,1,WALWORTH,Town of WHITEWATER,Town of WHITEWATER Wards 1-2,Congressional - District 1,State Senate - District 15,Assembly - District 43,422,330,0,1,secretary of state
SECRETARY OF STATE,144882,65032,3,WALWORTH,Town of WHITEWATER,Town of WHITEWATER Ward 3,Congressional - District 5,State Senate - District 15,Assembly - District 43,28,26,0,0,secretary of state
SECRETARY OF STATE,143185,65115,1,WALWORTH,Village of BLOOMFIELD,Village of BLOOMFIELD Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1069,588,0,0,secretary of state
SECRETARY OF STATE,143077,65116,1,WALWORTH,Village of DARIEN,Village of DARIEN Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,340,244,0,1,secretary of state
SECRETARY OF STATE,143354,65121,1,WALWORTH,Village of EAST TROY,Village of EAST TROY Wards 1-5,Congressional - District 1,State Senate - District 11,Assembly - District 32,1337,762,0,2,secretary of state
SECRETARY OF STATE,144125,65126,1,WALWORTH,Village of FONTANA,Village of FONTANA Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,576,400,0,0,secretary of state
SECRETARY OF STATE,143055,65131,1,WALWORTH,Village of GENOA CITY,Village of GENOA CITY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,620,355,0,1,secretary of state
SECRETARY OF STATE,146562,65153,11,WALWORTH,VILLAGE OF MUKWONAGO,VILLAGE OF MUKWONAGO Ward 11,Congressional - District 1,State Senate - District 11,Assembly - District 33,46,33,0,0,secretary of state
SECRETARY OF STATE,144872,65181,1,WALWORTH,Village of SHARON,Village of SHARON Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 31,321,244,0,0,secretary of state
SECRETARY OF STATE,143075,65191,1,WALWORTH,Village of WALWORTH,Village of WALWORTH Wards 1-3,Congressional - District 1,State Senate - District 11,Assembly - District 31,659,453,0,0,secretary of state
SECRETARY OF STATE,145792,65192,1,WALWORTH,Village of WILLIAMS BAY,Village of WILLIAMS BAY Wards 1-4,Congressional - District 1,State Senate - District 11,Assembly - District 31,746,564,0,0,secretary of state
SECRETARY OF STATE,143910,65206,9,WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 9,Congressional - District 1,State Senate - District 21,Assembly - District 63,0,0,0,0,secretary of state
SECRETARY OF STATE,143911,65206,10,WALWORTH,CITY OF BURLINGTON,CITY OF BURLINGTON Ward 10,Congressional - District 1,State Senate - District 11,Assembly - District 32,1,0,0,0,secretary of state
SECRETARY OF STATE,144370,65216,1,WALWORTH,City of DELAVAN,"City of DELAVAN Wards 1-14,16",Congressional - District 1,State Senate - District 11,Assembly - District 32,1489,1472,0,4,secretary of state
SECRETARY OF STATE,145152,65216,15,WALWORTH,City of DELAVAN,City of DELAVAN Ward 15,Congressional - District 1,State Senate - District 11,Assembly - District 31,0,0,0,0,secretary of state
SECRETARY OF STATE,145890,65221,1,WALWORTH,City of ELKHORN,City of ELKHORN Wards 1-7,Congressional - District 1,State Senate - District 11,Assembly - District 31,2146,1713,0,3,secretary of state
SECRETARY OF STATE,145891,65221,8,WALWORTH,City of ELKHORN,City of ELKHORN Ward 8,Congressional - District 1,State Senate - District 11,Assembly - District 32,0,0,0,0,secretary of state
SECRETARY OF STATE,146671,65246,1,WALWORTH,City of LAKE GENEVA,City of LAKE GENEVA Wards 1-2,Congressional - District 1,State Senate - District 11,Assembly - District 32,408,434,0,0,secretary of state
SECRETARY OF STATE,146673,65246,3,WALWORTH,City of LAKE GENEVA,City of LAKE GENEVA Wards 3-4,Congressional - District 1,State Senate - District 11,Assembly - District 32,312,342,0,1,secretary of state
SECRETARY OF STATE,146674,65246,5,WALWORTH,City of LAKE GENEVA,"City of LAKE GENEVA Wards 5-6,10",Congressional - District 1,State Senate - District 11,Assembly - District 32,561,398,0,0,secretary of state
SECRETARY OF STATE,146672,65246,7,WALWORTH,City of LAKE GENEVA,"City of LAKE GENEVA Wards 7-9,11-14",Congressional - District 1,State Senate - District 11,Assembly - District 32,382,343,0,0,secretary of state
SECRETARY OF STATE,146524,65291,1,WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 1-2,Congressional - District 5,State Senate - District 15,Assembly - District 43,411,634,0,1,secretary of state
SECRETARY OF STATE,146525,65291,3,WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 3-4,Congressional - District 5,State Senate - District 15,Assembly - District 43,272,528,0,2,secretary of state
SECRETARY OF STATE,146526,65291,5,WALWORTH,City of WHITEWATER,City of WHITEWATER Wards 5-6,Congressional - District 5,State Senate - District 15,Assembly - District 43,506,708,0,1,secretary of state
SECRETARY OF STATE,144381,65291,7,WALWORTH,City of WHITEWATER,"City of WHITEWATER Wards 7-9,13",Congressional - District 5,State Senate - District 15,Assembly - District 43,368,705,0,0,secretary of state
SECRETARY OF STATE,143570,66002,1,WASHBURN,Town of BARRONETT,Town of BARRONETT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,99,86,0,0,secretary of state
SECRETARY OF STATE,145385,66004,1,WASHBURN,Town of BASHAW,Town of BASHAW Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,310,201,0,0,secretary of state
SECRETARY OF STATE,146286,66006,1,WASHBURN,Town of BASS LAKE,Town of BASS LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,148,86,0,0,secretary of state
SECRETARY OF STATE,143571,66008,1,WASHBURN,Town of BEAVER BROOK,Town of BEAVER BROOK Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,193,166,0,0,secretary of state
SECRETARY OF STATE,143572,66010,1,WASHBURN,Town of BIRCHWOOD,Town of BIRCHWOOD Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,227,100,0,0,secretary of state
SECRETARY OF STATE,146287,66012,1,WASHBURN,Town of BROOKLYN,Town of BROOKLYN Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,95,70,0,0,secretary of state
SECRETARY OF STATE,145386,66014,1,WASHBURN,Town of CASEY,Town of CASEY Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,138,99,0,0,secretary of state
SECRETARY OF STATE,145387,66016,1,WASHBURN,Town of CHICOG,Town of CHICOG Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,82,78,0,0,secretary of state
SECRETARY OF STATE,145388,66018,1,WASHBURN,Town of CRYSTAL,Town of CRYSTAL Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,88,49,0,0,secretary of state
SECRETARY OF STATE,145389,66020,1,WASHBURN,Town of EVERGREEN,Town of EVERGREEN Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,317,226,0,0,secretary of state
SECRETARY OF STATE,145390,66022,1,WASHBURN,Town of FROG CREEK,Town of FROG CREEK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,40,26,0,1,secretary of state
SECRETARY OF STATE,145391,66024,1,WASHBURN,Town of GULL LAKE,Town of GULL LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,57,50,0,0,secretary of state
SECRETARY OF STATE,146288,66026,1,WASHBURN,Town of LONG LAKE,Town of LONG LAKE Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 75,211,179,0,0,secretary of state
SECRETARY OF STATE,146289,66028,1,WASHBURN,Town of MADGE,Town of MADGE Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 75,164,146,0,0,secretary of state
SECRETARY OF STATE,143573,66030,1,WASHBURN,Town of MINONG,Town of MINONG Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 73,260,240,0,0,secretary of state
SECRETARY OF STATE,146290,66032,1,WASHBURN,Town of SARONA,Town of SARONA Wards 1-2,Congressional - District 7,State Senate - District 25,Assembly - District 75,137,61,0,0,secretary of state
SECRETARY OF STATE,146291,66034,1,WASHBURN,Town of SPOONER,Town of SPOONER Wards 1-3,Congressional - District 7,State Senate - District 25,Assembly - District 73,233,165,0,0,secretary of state
SECRETARY OF STATE,146292,66036,1,WASHBURN,Town of SPRINGBROOK,Town of SPRINGBROOK Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,128,91,0,1,secretary of state
SECRETARY OF STATE,143574,66038,1,WASHBURN,Town of STINNETT,Town of STINNETT Ward 1,Congressional - District 7,State Senate - District 25,Assembly - District 73,60,32,0,0,secretary of state
