contest_name,reporting_unit_id,hindi,ru_order,county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,jay_schroeder_rep,doug_la_follette_dem,brad_karas_write_in_wgr,scattering,race
SECRETARY OF STATE,145639,37146,1,MARATHON,Village of Maine,Village of Maine Wards 1-4,Congressional - District 7,State Senate - District 29,Assembly - District 86,871,537,0,0,secretary of state
SECRETARY OF STATE,144830,37151,1,MARATHON,Village of MARATHON CITY,Village of MARATHON CITY Wards 1-3,Congressional - District 7,State Senate - District 29,Assembly - District 86,461,277,0,0,secretary of state
SECRETARY OF STATE,144831,37151,4,MARATHON,Village of MARATHON CITY,Village of MARATHON CITY Ward 4,Congressional - District 7,State Senate - District 29,Assembly - District 87,0,0,0,0,secretary of state
SECRETARY OF STATE,145862,37176,1,MARATHON,Village of ROTHSCHILD,Village of ROTHSCHILD Wards 1-2,Congressional - District 7,State Senate - District 29,Assembly - District 85,370,386,0,0,secretary of state
SECRETARY OF STATE,145863,37176,3,MARATHON,Village of ROTHSCHILD,Village of ROTHSCHILD Wards 3-4,Congressional - District 7,State Senate - District 29,Assembly - District 85,484,461,0,1,secretary of state
SECRETARY OF STATE,145864,37176,5,MARATHON,Village of ROTHSCHILD,Village of ROTHSCHILD Wards 5-6,Congressional - District 7,State Senate - District 29,Assembly - District 85,486,439,0,1,secretary of state
SECRETARY OF STATE,146710,37181,1,MARATHON,Village of SPENCER,Village of SPENCER Wards 1-3,Congressional - District 7,State Senate - District 23,Assembly - District 69,407,302,0,0,secretary of state
SECRETARY OF STATE,146179,37182,1,MARATHON,Village of STRATFORD,Village of STRATFORD Wards 1-2,Congressional - District 7,State Senate - District 23,Assembly - District 69,437,245,0,0,secretary of state
SECRETARY OF STATE,145473,37186,1,MARATHON,Village of UNITY,Village of UNITY Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 69,53,23,0,0,secretary of state
SECRETARY OF STATE,143237,37192,1,MARATHON,Village of WESTON,"Village of WESTON Wards 1-2,4-5",Congressional - District 7,State Senate - District 29,Assembly - District 86,1024,696,0,0,secretary of state
SECRETARY OF STATE,143238,37192,3,MARATHON,Village of WESTON,"Village of WESTON Wards 3,8",Congressional - District 7,State Senate - District 29,Assembly - District 86,615,549,0,4,secretary of state
SECRETARY OF STATE,143239,37192,6,MARATHON,Village of WESTON,Village of WESTON Wards 6-7,Congressional - District 7,State Senate - District 29,Assembly - District 86,682,491,0,0,secretary of state
SECRETARY OF STATE,143236,37192,9,MARATHON,Village of WESTON,Village of WESTON Wards 9-13,Congressional - District 7,State Senate - District 29,Assembly - District 86,1298,1118,0,1,secretary of state
SECRETARY OF STATE,145566,37201,1,MARATHON,CITY OF ABBOTSFORD,CITY OF ABBOTSFORD Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 69,58,48,0,0,secretary of state
SECRETARY OF STATE,145567,37201,6,MARATHON,CITY OF ABBOTSFORD,CITY OF ABBOTSFORD Ward 6,Congressional - District 7,State Senate - District 23,Assembly - District 69,0,0,0,0,secretary of state
SECRETARY OF STATE,143032,37211,1,MARATHON,CITY OF COLBY,CITY OF COLBY Ward 1,Congressional - District 7,State Senate - District 23,Assembly - District 69,104,86,0,0,secretary of state
SECRETARY OF STATE,146252,37250,12,MARATHON,CITY OF MARSHFIELD,"CITY OF MARSHFIELD Wards 12,20-21,24",Congressional - District 7,State Senate - District 23,Assembly - District 69,168,174,0,0,secretary of state
SECRETARY OF STATE,143665,37251,1,MARATHON,City of MOSINEE,"City of MOSINEE Wards 1-2,6-7",Congressional - District 7,State Senate - District 29,Assembly - District 86,572,385,0,0,secretary of state
SECRETARY OF STATE,143666,37251,3,MARATHON,City of MOSINEE,City of MOSINEE Wards 3-5,Congressional - District 7,State Senate - District 29,Assembly - District 86,581,414,0,1,secretary of state
SECRETARY OF STATE,143159,37281,1,MARATHON,City of SCHOFIELD,City of SCHOFIELD Wards 1-4,Congressional - District 7,State Senate - District 29,Assembly - District 85,481,472,0,1,secretary of state
SECRETARY OF STATE,145440,37291,1,MARATHON,City of WAUSAU,City of WAUSAU Ward 1,Congressional - District 7,State Senate - District 29,Assembly - District 85,385,510,0,0,secretary of state
SECRETARY OF STATE,145435,37291,2,MARATHON,City of WAUSAU,City of WAUSAU Ward 2,Congressional - District 7,State Senate - District 29,Assembly - District 85,350,543,0,1,secretary of state
SECRETARY OF STATE,145437,37291,3,MARATHON,City of WAUSAU,City of WAUSAU Ward 3,Congressional - District 7,State Senate - District 29,Assembly - District 85,160,228,0,1,secretary of state
SECRETARY OF STATE,145436,37291,4,MARATHON,City of WAUSAU,City of WAUSAU Ward 4,Congressional - District 7,State Senate - District 29,Assembly - District 85,123,73,0,0,secretary of state
SECRETARY OF STATE,145438,37291,5,MARATHON,City of WAUSAU,City of WAUSAU Ward 5,Congressional - District 7,State Senate - District 29,Assembly - District 85,241,332,0,1,secretary of state
SECRETARY OF STATE,145413,37291,6,MARATHON,City of WAUSAU,City of WAUSAU Ward 6,Congressional - District 7,State Senate - District 29,Assembly - District 85,146,247,0,0,secretary of state
SECRETARY OF STATE,145416,37291,7,MARATHON,City of WAUSAU,City of WAUSAU Ward 7,Congressional - District 7,State Senate - District 29,Assembly - District 85,244,305,0,0,secretary of state
SECRETARY OF STATE,145412,37291,8,MARATHON,City of WAUSAU,City of WAUSAU Ward 8,Congressional - District 7,State Senate - District 29,Assembly - District 85,138,227,0,1,secretary of state
SECRETARY OF STATE,145439,37291,9,MARATHON,City of WAUSAU,City of WAUSAU Ward 9,Congressional - District 7,State Senate - District 29,Assembly - District 85,102,129,0,1,secretary of state
SECRETARY OF STATE,145422,37291,10,MARATHON,City of WAUSAU,City of WAUSAU Ward 10,Congressional - District 7,State Senate - District 29,Assembly - District 85,81,65,0,0,secretary of state
SECRETARY OF STATE,145421,37291,11,MARATHON,City of WAUSAU,City of WAUSAU Ward 11,Congressional - District 7,State Senate - District 29,Assembly - District 85,2,0,0,0,secretary of state
SECRETARY OF STATE,145420,37291,12,MARATHON,City of WAUSAU,City of WAUSAU Ward 12,Congressional - District 7,State Senate - District 29,Assembly - District 85,329,493,0,0,secretary of state
SECRETARY OF STATE,145419,37291,13,MARATHON,City of WAUSAU,City of WAUSAU Ward 13,Congressional - District 7,State Senate - District 29,Assembly - District 85,252,339,0,2,secretary of state
SECRETARY OF STATE,145418,37291,14,MARATHON,City of WAUSAU,City of WAUSAU Ward 14,Congressional - District 7,State Senate - District 29,Assembly - District 85,271,345,0,1,secretary of state
SECRETARY OF STATE,145414,37291,15,MARATHON,City of WAUSAU,City of WAUSAU Ward 15,Congressional - District 7,State Senate - District 29,Assembly - District 85,578,558,0,0,secretary of state
SECRETARY OF STATE,145415,37291,16,MARATHON,City of WAUSAU,City of WAUSAU Ward 16,Congressional - District 7,State Senate - District 29,Assembly - District 85,411,360,0,0,secretary of state
SECRETARY OF STATE,145404,37291,17,MARATHON,City of WAUSAU,City of WAUSAU Ward 17,Congressional - District 7,State Senate - District 29,Assembly - District 85,332,371,0,0,secretary of state
SECRETARY OF STATE,145408,37291,18,MARATHON,City of WAUSAU,City of WAUSAU Ward 18,Congressional - District 7,State Senate - District 29,Assembly - District 85,314,412,0,1,secretary of state
SECRETARY OF STATE,145407,37291,19,MARATHON,City of WAUSAU,City of WAUSAU Ward 19,Congressional - District 7,State Senate - District 29,Assembly - District 85,278,324,0,0,secretary of state
SECRETARY OF STATE,145409,37291,20,MARATHON,City of WAUSAU,City of WAUSAU Ward 20,Congressional - District 7,State Senate - District 29,Assembly - District 85,247,345,0,3,secretary of state
SECRETARY OF STATE,145410,37291,21,MARATHON,City of WAUSAU,City of WAUSAU Ward 21,Congressional - District 7,State Senate - District 29,Assembly - District 85,245,343,0,0,secretary of state
SECRETARY OF STATE,145411,37291,22,MARATHON,City of WAUSAU,City of WAUSAU Ward 22,Congressional - District 7,State Senate - District 29,Assembly - District 85,276,337,0,0,secretary of state
SECRETARY OF STATE,145423,37291,23,MARATHON,City of WAUSAU,City of WAUSAU Ward 23,Congressional - District 7,State Senate - District 29,Assembly - District 85,309,398,0,2,secretary of state
SECRETARY OF STATE,145424,37291,24,MARATHON,City of WAUSAU,City of WAUSAU Ward 24,Congressional - District 7,State Senate - District 29,Assembly - District 85,421,415,0,0,secretary of state
SECRETARY OF STATE,145425,37291,25,MARATHON,City of WAUSAU,City of WAUSAU Ward 25,Congressional - District 7,State Senate - District 29,Assembly - District 85,460,434,0,1,secretary of state
SECRETARY OF STATE,145426,37291,26,MARATHON,City of WAUSAU,City of WAUSAU Ward 26,Congressional - District 7,State Senate - District 29,Assembly - District 85,369,380,0,1,secretary of state
SECRETARY OF STATE,145427,37291,27,MARATHON,City of WAUSAU,City of WAUSAU Ward 27,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145428,37291,28,MARATHON,City of WAUSAU,City of WAUSAU Ward 28,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145406,37291,29,MARATHON,City of WAUSAU,City of WAUSAU Ward 29,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145429,37291,30,MARATHON,City of WAUSAU,City of WAUSAU Ward 30,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145417,37291,31,MARATHON,City of WAUSAU,City of WAUSAU Ward 31,Congressional - District 7,State Senate - District 29,Assembly - District 85,0,0,0,0,secretary of state
SECRETARY OF STATE,145430,37291,32,MARATHON,City of WAUSAU,City of WAUSAU Ward 32,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145431,37291,33,MARATHON,City of WAUSAU,City of WAUSAU Ward 33,Congressional - District 7,State Senate - District 29,Assembly - District 86,1,0,0,0,secretary of state
SECRETARY OF STATE,145405,37291,34,MARATHON,City of WAUSAU,City of WAUSAU Ward 34,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145432,37291,35,MARATHON,City of WAUSAU,City of WAUSAU Ward 35,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145434,37291,36,MARATHON,City of WAUSAU,City of WAUSAU Ward 36,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145433,37291,37,MARATHON,City of WAUSAU,City of WAUSAU Ward 37,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,146339,37291,48,MARATHON,City of WAUSAU,City of WAUSAU Ward 48,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,144133,37291,49,MARATHON,City of WAUSAU,City of WAUSAU Ward 49,Congressional - District 7,State Senate - District 29,Assembly - District 86,0,0,0,0,secretary of state
SECRETARY OF STATE,145990,38002,1,MARINETTE,Town of AMBERG,Town of AMBERG Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,246,132,0,0,secretary of state
SECRETARY OF STATE,144427,38004,1,MARINETTE,Town of ATHELSTANE,Town of ATHELSTANE Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,183,99,0,0,secretary of state
SECRETARY OF STATE,145781,38006,1,MARINETTE,Town of BEAVER,Town of BEAVER Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,368,147,0,0,secretary of state
SECRETARY OF STATE,144353,38008,1,MARINETTE,Town of BEECHER,Town of BEECHER Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,235,116,1,0,secretary of state
SECRETARY OF STATE,146338,38010,1,MARINETTE,Town of DUNBAR,Town of DUNBAR Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,179,84,0,0,secretary of state
SECRETARY OF STATE,145946,38012,1,MARINETTE,Town of GOODMAN,Town of GOODMAN Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,168,136,0,0,secretary of state
SECRETARY OF STATE,145120,38014,1,MARINETTE,Town of GROVER,Town of GROVER Wards 1-3,Congressional - District 8,State Senate - District 30,Assembly - District 89,550,235,0,0,secretary of state
SECRETARY OF STATE,144959,38016,1,MARINETTE,Town of LAKE,Town of LAKE Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,330,193,0,0,secretary of state
SECRETARY OF STATE,145954,38018,1,MARINETTE,Town of MIDDLE INLET,Town of MIDDLE INLET Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,240,156,0,0,secretary of state
SECRETARY OF STATE,144859,38020,1,MARINETTE,Town of NIAGARA,Town of NIAGARA Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,271,145,0,0,secretary of state
SECRETARY OF STATE,142991,38022,1,MARINETTE,Town of PEMBINE,Town of PEMBINE Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,238,136,0,0,secretary of state
SECRETARY OF STATE,146543,38024,1,MARINETTE,Town of PESHTIGO,"Town of PESHTIGO Wards 1,4",Congressional - District 8,State Senate - District 30,Assembly - District 89,405,289,0,0,secretary of state
SECRETARY OF STATE,146544,38024,2,MARINETTE,Town of PESHTIGO,Town of PESHTIGO Wards 2-3,Congressional - District 8,State Senate - District 30,Assembly - District 89,439,323,0,0,secretary of state
SECRETARY OF STATE,146545,38024,5,MARINETTE,Town of PESHTIGO,Town of PESHTIGO Wards 5-6,Congressional - District 8,State Senate - District 30,Assembly - District 89,321,205,0,0,secretary of state
SECRETARY OF STATE,143754,38026,1,MARINETTE,Town of PORTERFIELD,Town of PORTERFIELD Wards 1-3,Congressional - District 8,State Senate - District 12,Assembly - District 36,582,306,0,0,secretary of state
SECRETARY OF STATE,144862,38028,1,MARINETTE,Town of POUND,Town of POUND Wards 1-3,Congressional - District 8,State Senate - District 30,Assembly - District 89,421,181,0,0,secretary of state
SECRETARY OF STATE,145615,38030,1,MARINETTE,Town of SILVER CLIFF,Town of SILVER CLIFF Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,191,125,0,0,secretary of state
SECRETARY OF STATE,143086,38032,1,MARINETTE,Town of STEPHENSON,Town of STEPHENSON Wards 1-3,Congressional - District 8,State Senate - District 12,Assembly - District 36,591,408,0,0,secretary of state
SECRETARY OF STATE,143087,38032,4,MARINETTE,Town of STEPHENSON,Town of STEPHENSON Wards 4-5,Congressional - District 8,State Senate - District 12,Assembly - District 36,428,207,0,0,secretary of state
SECRETARY OF STATE,145809,38034,1,MARINETTE,Town of WAGNER,Town of WAGNER Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,222,131,0,0,secretary of state
SECRETARY OF STATE,145782,38036,1,MARINETTE,Town of WAUSAUKEE,Town of WAUSAUKEE Wards 1-2,Congressional - District 8,State Senate - District 12,Assembly - District 36,372,194,0,0,secretary of state
SECRETARY OF STATE,144860,38111,1,MARINETTE,Village of COLEMAN,Village of COLEMAN Ward 1,Congressional - District 8,State Senate - District 30,Assembly - District 89,193,111,0,0,secretary of state
SECRETARY OF STATE,144001,38121,1,MARINETTE,Village of CRIVITZ,Village of CRIVITZ Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,239,131,0,0,secretary of state
SECRETARY OF STATE,143106,38171,1,MARINETTE,Village of POUND,Village of POUND Ward 1,Congressional - District 8,State Senate - District 30,Assembly - District 89,83,32,0,0,secretary of state
SECRETARY OF STATE,144861,38191,1,MARINETTE,Village of WAUSAUKEE,Village of WAUSAUKEE Ward 1,Congressional - District 8,State Senate - District 12,Assembly - District 36,96,71,0,0,secretary of state
SECRETARY OF STATE,144383,38251,1,MARINETTE,City of MARINETTE,City of MARINETTE Wards 1-8,Congressional - District 8,State Senate - District 30,Assembly - District 89,1758,1679,1,0,secretary of state
SECRETARY OF STATE,144094,38261,1,MARINETTE,City of NIAGARA,City of NIAGARA Wards 1-3,Congressional - District 8,State Senate - District 12,Assembly - District 36,310,227,0,0,secretary of state
SECRETARY OF STATE,146703,38271,1,MARINETTE,City of PESHTIGO,City of PESHTIGO Wards 1-7,Congressional - District 8,State Senate - District 30,Assembly - District 89,697,463,0,0,secretary of state
SECRETARY OF STATE,143361,39002,1,MARQUETTE,Town of BUFFALO,Town of BUFFALO Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,257,241,0,1,secretary of state
SECRETARY OF STATE,143362,39004,1,MARQUETTE,Town of CRYSTAL LAKE,Town of CRYSTAL LAKE Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,157,122,0,0,secretary of state
SECRETARY OF STATE,145102,39006,1,MARQUETTE,Town of DOUGLAS,Town of DOUGLAS Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,247,196,0,0,secretary of state
SECRETARY OF STATE,145103,39008,1,MARQUETTE,Town of HARRIS,Town of HARRIS Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,228,183,0,0,secretary of state
SECRETARY OF STATE,146149,39010,1,MARQUETTE,Town of MECAN,Town of MECAN Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,210,160,0,0,secretary of state
SECRETARY OF STATE,145105,39012,1,MARQUETTE,Town of MONTELLO,Town of MONTELLO Wards 1-4,Congressional - District 6,State Senate - District 14,Assembly - District 41,336,210,0,0,secretary of state
SECRETARY OF STATE,145106,39014,1,MARQUETTE,Town of MOUNDVILLE,Town of MOUNDVILLE Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 42,137,106,0,0,secretary of state
SECRETARY OF STATE,143363,39016,1,MARQUETTE,Town of NESHKORO,Town of NESHKORO Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 41,197,96,0,0,secretary of state
SECRETARY OF STATE,145107,39018,1,MARQUETTE,Town of NEWTON,Town of NEWTON Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 41,137,75,0,0,secretary of state
SECRETARY OF STATE,143364,39020,1,MARQUETTE,Town of OXFORD,Town of OXFORD Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 41,258,169,0,0,secretary of state
SECRETARY OF STATE,143365,39022,1,MARQUETTE,Town of PACKWAUKEE,Town of PACKWAUKEE Wards 1-3,Congressional - District 6,State Senate - District 14,Assembly - District 41,370,283,0,2,secretary of state
SECRETARY OF STATE,145109,39024,1,MARQUETTE,Town of SHIELDS,Town of SHIELDS Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,186,119,0,0,secretary of state
SECRETARY OF STATE,145111,39026,1,MARQUETTE,Town of SPRINGFIELD,Town of SPRINGFIELD Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,229,159,0,0,secretary of state
SECRETARY OF STATE,145112,39028,1,MARQUETTE,Town of WESTFIELD,Town of WESTFIELD Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 41,234,171,0,0,secretary of state
SECRETARY OF STATE,145136,39121,1,MARQUETTE,Village of ENDEAVOR,Village of ENDEAVOR Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 42,86,79,0,2,secretary of state
SECRETARY OF STATE,145137,39161,1,MARQUETTE,Village of NESHKORO,Village of NESHKORO Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,109,72,0,0,secretary of state
SECRETARY OF STATE,145138,39165,1,MARQUETTE,Village of OXFORD,Village of OXFORD Ward 1,Congressional - District 6,State Senate - District 14,Assembly - District 41,114,104,0,0,secretary of state
SECRETARY OF STATE,145139,39191,1,MARQUETTE,Village of WESTFIELD,Village of WESTFIELD Wards 1-2,Congressional - District 6,State Senate - District 14,Assembly - District 41,238,183,0,0,secretary of state
SECRETARY OF STATE,145140,39251,1,MARQUETTE,City of MONTELLO,City of MONTELLO Wards 1-4,Congressional - District 6,State Senate - District 14,Assembly - District 41,276,316,0,1,secretary of state
SECRETARY OF STATE,145783,40001,1,MENOMINEE,Town of MENOMINEE,"Town of MENOMINEE Wards 1,3-5",Congressional - District 8,State Senate - District 12,Assembly - District 36,225,702,0,0,secretary of state
SECRETARY OF STATE,145784,40001,2,MENOMINEE,Town of MENOMINEE,Town of MENOMINEE Ward 2,Congressional - District 8,State Senate - District 12,Assembly - District 36,12,145,0,0,secretary of state
SECRETARY OF STATE,146204,41106,1,MILWAUKEE,Village of BAYSIDE,"Village of BAYSIDE Wards 1,3",Congressional - District 4,State Senate - District 8,Assembly - District 23,300,609,0,3,secretary of state
SECRETARY OF STATE,146205,41106,1,MILWAUKEE,Village of BAYSIDE,"Village of BAYSIDE Wards 1S,3S",Congressional - District 6,State Senate - District 8,Assembly - District 23,25,28,0,0,secretary of state
SECRETARY OF STATE,146206,41106,2,MILWAUKEE,Village of BAYSIDE,"Village of BAYSIDE Wards 2,4",Congressional - District 4,State Senate - District 8,Assembly - District 23,336,741,0,4,secretary of state
SECRETARY OF STATE,146207,41106,5,MILWAUKEE,Village of BAYSIDE,Village of BAYSIDE Ward 5,Congressional - District 4,State Senate - District 8,Assembly - District 23,213,413,0,0,secretary of state
SECRETARY OF STATE,145786,41107,1,MILWAUKEE,Village of BROWN DEER,Village of BROWN DEER Wards 1-2,Congressional - District 4,State Senate - District 8,Assembly - District 24,538,1551,0,6,secretary of state
SECRETARY OF STATE,145787,41107,3,MILWAUKEE,Village of BROWN DEER,Village of BROWN DEER Wards 3-4,Congressional - District 4,State Senate - District 8,Assembly - District 24,688,1429,0,5,secretary of state
SECRETARY OF STATE,145785,41107,5,MILWAUKEE,Village of BROWN DEER,Village of BROWN DEER Wards 5-6,Congressional - District 4,State Senate - District 8,Assembly - District 24,589,1481,0,1,secretary of state
SECRETARY OF STATE,143732,41126,1,MILWAUKEE,Village of FOX POINT,Village of FOX POINT Wards 1-4,Congressional - District 4,State Senate - District 8,Assembly - District 23,759,1164,0,4,secretary of state
SECRETARY OF STATE,143733,41126,5,MILWAUKEE,Village of FOX POINT,Village of FOX POINT Wards 5-9,Congressional - District 4,State Senate - District 8,Assembly - District 23,747,1525,0,1,secretary of state
SECRETARY OF STATE,146000,41131,1,MILWAUKEE,Village of GREENDALE,Village of GREENDALE Wards 1-2,Congressional - District 1,State Senate - District 28,Assembly - District 82,892,630,0,3,secretary of state
SECRETARY OF STATE,145999,41131,3,MILWAUKEE,Village of GREENDALE,Village of GREENDALE Wards 3-4,Congressional - District 1,State Senate - District 28,Assembly - District 82,752,918,0,2,secretary of state
SECRETARY OF STATE,146001,41131,5,MILWAUKEE,Village of GREENDALE,Village of GREENDALE Wards 5-6,Congressional - District 1,State Senate - District 28,Assembly - District 82,763,754,0,2,secretary of state
SECRETARY OF STATE,146002,41131,7,MILWAUKEE,Village of GREENDALE,Village of GREENDALE Wards 7-8,Congressional - District 1,State Senate - District 28,Assembly - District 82,761,754,0,1,secretary of state
SECRETARY OF STATE,145998,41131,9,MILWAUKEE,Village of GREENDALE,Village of GREENDALE Wards 9-10,Congressional - District 1,State Senate - District 28,Assembly - District 82,838,895,0,1,secretary of state
SECRETARY OF STATE,144057,41136,1,MILWAUKEE,Village of HALES CORNERS,Village of HALES CORNERS Wards 1-3,Congressional - District 1,State Senate - District 28,Assembly - District 83,773,589,0,1,secretary of state
SECRETARY OF STATE,144058,41136,4,MILWAUKEE,Village of HALES CORNERS,Village of HALES CORNERS Wards 4-6,Congressional - District 1,State Senate - District 28,Assembly - District 83,704,615,0,0,secretary of state
SECRETARY OF STATE,144059,41136,7,MILWAUKEE,Village of HALES CORNERS,Village of HALES CORNERS Wards 7-9,Congressional - District 1,State Senate - District 28,Assembly - District 83,608,586,0,0,secretary of state
SECRETARY OF STATE,143017,41176,1,MILWAUKEE,Village of RIVER HILLS,Village of RIVER HILLS Wards 1-3,Congressional - District 6,State Senate - District 8,Assembly - District 24,551,518,0,0,secretary of state
SECRETARY OF STATE,143370,41181,1,MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 1-4,Congressional - District 4,State Senate - District 4,Assembly - District 10,599,2394,0,5,secretary of state
SECRETARY OF STATE,143372,41181,5,MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 5-8,Congressional - District 4,State Senate - District 4,Assembly - District 10,532,2034,0,8,secretary of state
SECRETARY OF STATE,143371,41181,9,MILWAUKEE,Village of SHOREWOOD,Village of SHOREWOOD Wards 9-12,Congressional - District 4,State Senate - District 4,Assembly - District 10,486,2051,0,2,secretary of state
SECRETARY OF STATE,143926,41191,1,MILWAUKEE,Village of WEST MILWAUKEE,"Village of WEST MILWAUKEE Wards 1-2,5",Congressional - District 4,State Senate - District 3,Assembly - District 7,178,470,0,3,secretary of state
SECRETARY OF STATE,143927,41191,3,MILWAUKEE,Village of WEST MILWAUKEE,"Village of WEST MILWAUKEE Wards 3-4,6",Congressional - District 4,State Senate - District 3,Assembly - District 7,222,480,0,1,secretary of state
SECRETARY OF STATE,145347,41192,1,MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 1-2,Congressional - District 4,State Senate - District 8,Assembly - District 23,582,733,0,2,secretary of state
SECRETARY OF STATE,145346,41192,3,MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 3-4,Congressional - District 4,State Senate - District 8,Assembly - District 23,473,754,0,1,secretary of state
SECRETARY OF STATE,146689,41192,5,MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Wards 5-6,Congressional - District 4,State Senate - District 8,Assembly - District 23,544,852,0,1,secretary of state
SECRETARY OF STATE,145342,41192,7,MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Ward 7,Congressional - District 4,State Senate - District 8,Assembly - District 23,217,514,0,1,secretary of state
SECRETARY OF STATE,145344,41192,8,MILWAUKEE,Village of WHITEFISH BAY,"Village of WHITEFISH BAY Wards 8,10",Congressional - District 4,State Senate - District 8,Assembly - District 23,564,1039,0,3,secretary of state
SECRETARY OF STATE,145343,41192,9,MILWAUKEE,Village of WHITEFISH BAY,"Village of WHITEFISH BAY Wards 9,11",Congressional - District 4,State Senate - District 8,Assembly - District 23,374,943,0,0,secretary of state
SECRETARY OF STATE,145345,41192,12,MILWAUKEE,Village of WHITEFISH BAY,Village of WHITEFISH BAY Ward 12,Congressional - District 4,State Senate - District 8,Assembly - District 23,325,534,0,0,secretary of state
SECRETARY OF STATE,144338,41211,1,MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 1-3,Congressional - District 4,State Senate - District 7,Assembly - District 20,609,1044,0,1,secretary of state
SECRETARY OF STATE,144339,41211,4,MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 4-6,Congressional - District 4,State Senate - District 7,Assembly - District 20,583,841,0,1,secretary of state
SECRETARY OF STATE,144341,41211,7,MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 7-9,Congressional - District 4,State Senate - District 7,Assembly - District 20,489,772,0,1,secretary of state
SECRETARY OF STATE,144337,41211,10,MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 10-12,Congressional - District 4,State Senate - District 7,Assembly - District 20,733,808,0,4,secretary of state
SECRETARY OF STATE,144340,41211,13,MILWAUKEE,City of CUDAHY,City of CUDAHY Wards 13-15,Congressional - District 4,State Senate - District 7,Assembly - District 20,812,1031,0,1,secretary of state
SECRETARY OF STATE,143650,41226,1,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 1,Congressional - District 1,State Senate - District 28,Assembly - District 82,0,0,0,0,secretary of state
SECRETARY OF STATE,143652,41226,2,MILWAUKEE,City of FRANKLIN,City of FRANKLIN Ward 2,Congressional - District 1,State Senate - District 28,Assembly - District 82,737,508,0,0,secretary of state
