county,muni,reporting_unit_name,congressional_district,senate_district,assembly_district,scott_walker_rebecca_kleefisch_rep,tony_evers_mandela_barnes_dem,phillip_anderson_patrick_baird_lib,michael_j_white_tiffany_anderson_wgr,maggie_turnbull_wil_losch_ind,arnie_enz_no_candidate_ind,ryan_cason_write_in_no_candidate_rep,paul_boucher_write_in_no_candidate_dem,mark_s_grimek_write_in_no_candidate_con,jared_william_landry_write_in_no_candidate_dem,robbie_hoffman_write_in_no_candidate_ind,richard_michael_turtenwald_write_in_no_candidate_ind,no_candidate_corban_gehler_write_in_dem,no_candidate_william_henry_davis_iii_write_in_dem,scattering,race
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 232,Congressional - District 4,State Senate - District 3,Assembly - District 8,25,132,2,1,3,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 233,Congressional - District 4,State Senate - District 3,Assembly - District 8,15,150,2,3,1,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 234,Congressional - District 4,State Senate - District 3,Assembly - District 8,56,304,2,3,2,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 235,Congressional - District 4,State Senate - District 3,Assembly - District 8,283,1014,19,16,14,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 236,Congressional - District 4,State Senate - District 3,Assembly - District 8,50,317,3,3,1,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 237,Congressional - District 4,State Senate - District 3,Assembly - District 8,39,426,3,2,7,1,0,0,0,0,0,0,0,0,4,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 238,Congressional - District 4,State Senate - District 3,Assembly - District 8,47,313,3,3,1,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 239,Congressional - District 4,State Senate - District 3,Assembly - District 8,41,295,1,3,1,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 240,Congressional - District 4,State Senate - District 3,Assembly - District 8,51,379,2,3,3,3,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 241,Congressional - District 4,State Senate - District 7,Assembly - District 19,189,794,15,8,11,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 242,Congressional - District 4,State Senate - District 7,Assembly - District 19,157,621,7,7,3,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 243,Congressional - District 4,State Senate - District 7,Assembly - District 19,248,741,12,7,3,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 244,Congressional - District 4,State Senate - District 7,Assembly - District 19,173,634,4,4,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 245,Congressional - District 4,State Senate - District 7,Assembly - District 19,154,507,3,1,2,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 246,Congressional - District 4,State Senate - District 7,Assembly - District 19,209,921,8,2,13,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 247,Congressional - District 4,State Senate - District 7,Assembly - District 19,108,463,9,2,4,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 248,Congressional - District 4,State Senate - District 7,Assembly - District 19,200,917,15,10,8,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 249,Congressional - District 4,State Senate - District 3,Assembly - District 8,68,241,2,0,3,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 250,Congressional - District 4,State Senate - District 3,Assembly - District 8,46,215,2,3,4,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 251,Congressional - District 4,State Senate - District 3,Assembly - District 8,31,180,1,3,2,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 252,Congressional - District 4,State Senate - District 3,Assembly - District 9,70,292,7,5,0,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 253,Congressional - District 4,State Senate - District 3,Assembly - District 9,32,143,1,2,2,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 254,Congressional - District 4,State Senate - District 3,Assembly - District 8,32,139,1,1,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 255,Congressional - District 4,State Senate - District 3,Assembly - District 8,29,157,2,4,1,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 256,Congressional - District 4,State Senate - District 3,Assembly - District 8,27,187,2,2,1,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 257,Congressional - District 4,State Senate - District 3,Assembly - District 8,83,426,6,4,3,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 258,Congressional - District 4,State Senate - District 3,Assembly - District 9,115,474,5,2,6,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 259,Congressional - District 4,State Senate - District 3,Assembly - District 9,77,335,2,1,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 260,Congressional - District 4,State Senate - District 3,Assembly - District 9,89,247,4,1,4,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 261,Congressional - District 4,State Senate - District 3,Assembly - District 7,153,295,6,2,2,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 262,Congressional - District 4,State Senate - District 3,Assembly - District 7,334,544,13,6,9,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 263,Congressional - District 4,State Senate - District 3,Assembly - District 7,157,302,0,2,5,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 264,Congressional - District 4,State Senate - District 3,Assembly - District 7,365,568,6,5,5,0,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 265,Congressional - District 4,State Senate - District 3,Assembly - District 7,211,314,2,0,6,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 266,Congressional - District 4,State Senate - District 3,Assembly - District 7,293,273,4,5,9,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 267,Congressional - District 4,State Senate - District 3,Assembly - District 7,210,289,5,1,3,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 268,Congressional - District 4,State Senate - District 3,Assembly - District 7,511,630,12,5,11,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 269,Congressional - District 4,State Senate - District 28,Assembly - District 84,309,394,3,1,5,3,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 270,Congressional - District 4,State Senate - District 28,Assembly - District 84,358,336,7,6,2,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 271,Congressional - District 4,State Senate - District 28,Assembly - District 84,526,611,13,4,10,0,0,0,0,0,0,0,0,0,3,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 272,Congressional - District 4,State Senate - District 28,Assembly - District 84,445,456,7,4,3,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 273,Congressional - District 4,State Senate - District 28,Assembly - District 84,251,259,5,4,5,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 274,Congressional - District 4,State Senate - District 28,Assembly - District 84,257,225,5,0,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 275,Congressional - District 4,State Senate - District 28,Assembly - District 84,498,590,13,7,14,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 276,Congressional - District 4,State Senate - District 28,Assembly - District 84,497,526,7,8,12,2,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 277,Congressional - District 4,State Senate - District 28,Assembly - District 84,452,558,9,6,8,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 278,Congressional - District 4,State Senate - District 28,Assembly - District 84,280,317,4,1,6,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 279,Congressional - District 4,State Senate - District 3,Assembly - District 7,348,451,8,0,9,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 280,Congressional - District 4,State Senate - District 3,Assembly - District 7,426,926,10,6,10,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 281,Congressional - District 4,State Senate - District 3,Assembly - District 9,211,427,6,9,0,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 282,Congressional - District 4,State Senate - District 3,Assembly - District 9,62,184,3,1,2,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 283,Congressional - District 4,State Senate - District 3,Assembly - District 9,207,360,2,3,0,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 284,Congressional - District 4,State Senate - District 3,Assembly - District 9,112,450,2,5,3,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 285,Congressional - District 4,State Senate - District 3,Assembly - District 9,36,103,1,1,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 286,Congressional - District 4,State Senate - District 3,Assembly - District 9,110,270,3,2,2,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 287,Congressional - District 4,State Senate - District 3,Assembly - District 9,143,297,6,2,3,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 288,Congressional - District 4,State Senate - District 3,Assembly - District 9,312,578,8,4,2,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 289,Congressional - District 4,State Senate - District 3,Assembly - District 9,161,357,3,2,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 290,Congressional - District 4,State Senate - District 3,Assembly - District 9,90,353,2,2,3,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 291,Congressional - District 4,State Senate - District 3,Assembly - District 9,109,329,2,4,4,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 292,Congressional - District 4,State Senate - District 3,Assembly - District 9,158,366,3,1,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 293,Congressional - District 4,State Senate - District 7,Assembly - District 20,260,438,3,4,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 294,Congressional - District 4,State Senate - District 7,Assembly - District 20,192,355,7,2,1,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 295,Congressional - District 4,State Senate - District 7,Assembly - District 20,186,484,4,7,8,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 296,Congressional - District 4,State Senate - District 7,Assembly - District 20,271,570,11,6,8,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 297,Congressional - District 4,State Senate - District 7,Assembly - District 20,179,594,5,3,6,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 298,Congressional - District 4,State Senate - District 7,Assembly - District 20,158,509,2,6,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 299,Congressional - District 4,State Senate - District 7,Assembly - District 20,216,545,9,4,1,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 300,Congressional - District 4,State Senate - District 7,Assembly - District 20,268,833,11,6,14,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 301,Congressional - District 4,State Senate - District 7,Assembly - District 20,328,673,10,11,8,0,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 302,Congressional - District 4,State Senate - District 7,Assembly - District 20,264,393,9,2,9,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 303,Congressional - District 4,State Senate - District 7,Assembly - District 20,405,619,11,4,8,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 304,Congressional - District 4,State Senate - District 7,Assembly - District 20,297,431,6,1,9,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 305,Congressional - District 4,State Senate - District 7,Assembly - District 20,307,476,10,4,8,0,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 306,Congressional - District 4,State Senate - District 3,Assembly - District 9,207,414,4,1,4,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 307,Congressional - District 4,State Senate - District 3,Assembly - District 9,258,389,1,2,4,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 308,Congressional - District 4,State Senate - District 3,Assembly - District 9,134,387,11,2,3,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 309,Congressional - District 4,State Senate - District 3,Assembly - District 7,414,564,9,4,9,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 310,Congressional - District 4,State Senate - District 3,Assembly - District 7,65,174,3,2,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 311,Congressional - District 4,State Senate - District 3,Assembly - District 7,237,298,4,2,5,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 312,Congressional - District 4,State Senate - District 3,Assembly - District 7,348,437,5,3,3,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 313,Congressional - District 4,State Senate - District 7,Assembly - District 20,646,764,9,8,6,0,0,0,0,0,0,0,0,0,3,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 314,Congressional - District 4,State Senate - District 7,Assembly - District 20,296,294,5,2,4,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 315,Congressional - District 4,State Senate - District 7,Assembly - District 20,507,565,7,3,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 316,Congressional - District 4,State Senate - District 7,Assembly - District 20,292,347,2,0,3,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 317,Congressional - District 4,State Senate - District 7,Assembly - District 20,290,459,7,5,6,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 320,Congressional - District 4,State Senate - District 3,Assembly - District 9,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 321,Congressional - District 4,State Senate - District 3,Assembly - District 8,12,132,0,4,0,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 322,Congressional - District 4,State Senate - District 3,Assembly - District 9,16,77,0,1,2,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 323,Congressional - District 4,State Senate - District 3,Assembly - District 8,36,157,3,0,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 324,Congressional - District 4,State Senate - District 3,Assembly - District 8,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 325,Congressional - District 4,State Senate - District 3,Assembly - District 9,56,295,5,4,3,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 326,Congressional - District 4,State Senate - District 3,Assembly - District 7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of MILWAUKEE,City of MILWAUKEE Ward 327,Congressional - District 4,State Senate - District 3,Assembly - District 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 1-3,Congressional - District 1,State Senate - District 7,Assembly - District 21,1536,1196,18,17,17,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 4-6,Congressional - District 1,State Senate - District 7,Assembly - District 21,1223,1202,16,12,17,3,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 7-9,Congressional - District 1,State Senate - District 7,Assembly - District 21,1540,1243,23,3,12,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 10-12,Congressional - District 1,State Senate - District 7,Assembly - District 21,1661,1221,17,7,24,6,0,0,0,0,0,0,0,0,5,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 13-15,Congressional - District 1,State Senate - District 7,Assembly - District 21,1828,1168,11,9,17,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of OAK CREEK,City of OAK CREEK Wards 16-19,Congressional - District 1,State Senate - District 7,Assembly - District 21,1057,1155,10,10,16,0,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 1-4,Congressional - District 4,State Senate - District 7,Assembly - District 20,585,811,19,4,13,1,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 5-8,Congressional - District 4,State Senate - District 7,Assembly - District 20,693,852,10,6,15,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of ST. FRANCIS,City of ST. FRANCIS Wards 9-12,Congressional - District 4,State Senate - District 7,Assembly - District 20,689,1038,13,3,9,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,Congressional - District 4,State Senate - District 7,Assembly - District 21,1025,1226,28,20,27,5,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,Congressional - District 4,State Senate - District 7,Assembly - District 21,981,1016,18,12,13,6,0,0,0,0,0,1,0,0,2,governor
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,Congressional - District 4,State Senate - District 7,Assembly - District 21,1318,1256,14,24,16,4,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of SOUTH MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,Congressional - District 4,State Senate - District 7,Assembly - District 21,1081,1110,34,14,25,1,0,0,0,0,0,0,0,0,3,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 1,Congressional - District 5,State Senate - District 5,Assembly - District 14,432,743,8,1,6,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 2,Congressional - District 5,State Senate - District 5,Assembly - District 14,374,768,8,0,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 3,Congressional - District 5,State Senate - District 5,Assembly - District 14,461,767,11,6,3,2,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 4,Congressional - District 5,State Senate - District 5,Assembly - District 14,713,951,10,1,3,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 5,Congressional - District 5,State Senate - District 5,Assembly - District 13,371,523,8,5,3,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 13,319,581,8,4,6,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 7,Congressional - District 5,State Senate - District 5,Assembly - District 13,589,809,10,2,8,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 13,343,303,2,0,7,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 13,600,617,14,6,10,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 10,Congressional - District 5,State Senate - District 5,Assembly - District 13,377,750,9,8,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 11,Congressional - District 5,State Senate - District 5,Assembly - District 13,401,752,10,4,4,0,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 12,Congressional - District 5,State Senate - District 5,Assembly - District 13,642,743,8,4,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 13,Congressional - District 5,State Senate - District 5,Assembly - District 14,220,412,5,1,2,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 14,Congressional - District 5,State Senate - District 5,Assembly - District 14,418,785,10,4,4,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 15,Congressional - District 5,State Senate - District 5,Assembly - District 14,344,910,17,6,8,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 16,Congressional - District 5,State Senate - District 5,Assembly - District 14,648,755,9,4,6,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 17,Congressional - District 5,State Senate - District 5,Assembly - District 14,640,540,8,2,5,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 18,Congressional - District 5,State Senate - District 5,Assembly - District 14,401,546,12,0,8,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 19,Congressional - District 5,State Senate - District 5,Assembly - District 14,442,606,13,6,5,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 20,Congressional - District 5,State Senate - District 5,Assembly - District 13,670,703,6,2,9,3,0,0,0,0,0,0,0,0,2,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 21,Congressional - District 5,State Senate - District 5,Assembly - District 13,495,480,6,5,7,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 22,Congressional - District 5,State Senate - District 5,Assembly - District 14,491,614,5,0,7,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 23,Congressional - District 5,State Senate - District 5,Assembly - District 14,515,537,8,6,3,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WAUWATOSA,City of WAUWATOSA Ward 24,Congressional - District 5,State Senate - District 4,Assembly - District 12,370,516,5,3,5,0,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 1,Congressional - District 5,State Senate - District 3,Assembly - District 7,284,483,14,4,7,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 2,Congressional - District 5,State Senate - District 3,Assembly - District 7,319,598,16,8,14,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 3,Congressional - District 5,State Senate - District 3,Assembly - District 7,257,436,8,8,7,2,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 4,Congressional - District 5,State Senate - District 3,Assembly - District 7,498,583,10,8,8,0,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 5,Congressional - District 5,State Senate - District 3,Assembly - District 7,384,495,9,7,5,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 6,Congressional - District 5,State Senate - District 5,Assembly - District 13,362,427,8,5,6,5,0,0,0,0,0,0,0,0,4,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 7,Congressional - District 5,State Senate - District 5,Assembly - District 15,415,528,11,5,7,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 8,Congressional - District 5,State Senate - District 5,Assembly - District 15,365,472,16,9,13,1,0,0,0,0,0,0,0,0,1,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 9,Congressional - District 5,State Senate - District 5,Assembly - District 15,490,614,12,8,5,1,0,0,0,0,0,0,0,0,0,governor
MILWAUKEE,City of WEST ALLIS,City of WEST ALLIS Ward 10,Congressional - District 5,State Senate - District 3,Assembly - District 7,420,531,12,7,5,0,0,0,0,0,0,0,0,0,0,governor
